By Breville,Home /Recipes/Main Courses/Meat/Beef en Daube/,Beef en Daube,Makes 6 servings,1½kg chuck steak cut into 3cm cubes  1 tablespoon sea salt  1 teaspoon freshly ground black pepper  2 tablespoons olive oil  2 onions thinly sliced  1 (750ml) bottle dry white wine  2 tablespoons Dijon mustard  400g can peeled plum tomatoes in juice  2 garlic cloves halved  1 bouquet garni (bay leaf fresh thyme flat leaf parsley tied together with twine)  Chopped flat leaf parsley for garnish  ,In a large bowl toss the beef with the salt and pepper to coat evenly. Select SEAR and preheat the cooking bowl. Heat the olive oil until shimmering then add half the beef and brown on all sides 3 to 4 minutes. Transfer to a bowl. Repeat with the remaining beef and transfer to the bowl. Add the onions and cook until softened about 5 minutes. Add the white wine and bring to a simmer stirring to scrape up the browned bits. Cook until reduced by almost half 5 to 7 minutes. Whisk in the Dijon mustard. Return the beef and its juices to the cooking bowl along with the tomatoes garlic and bouquet garni. Select PRESSURE COOK or SLOW COOK CASSEROLE. When cooking has completed open the lid and transfer the beef tomatoes and onions to a serving bowl. Select REDUCE and desired heat level. Skim any fat off the top and cook until sauce thickens to desired consistency about 5 minutes. Pour the sauce over the beef top with chopped flat leaf parsley and serve immediately.
By Breville,Home /Recipes/Beverages/Cold Beverages/Carrot, Beet and Orange Juice/,Carrot Beet and Orange Juice,Makes 2 servings,2 medium carrots trimmed 3 medium beets trimmed 4 oranges peeled ,If you&#8217;ve been looking to get beets in your diet sweet carrots and tart orange juice round out this delicious drink.Process carrots beets and oranges through juicer. Serve immediately.
By Tested and perfected in the Sur la Table kitchen,Home /Recipes/Appetizers/Vegetarian/Spanish Tomato Toast  (Pan con Tomate)/,Spanish Tomato Toast  (Pan con Tomate),Makes 8 servings,8 slices sourdough or country-style bread cut into ¾-inch thick slices 4 cloves garlic peeled and cut in half 4 small ripe tomatoes cut in half Cruet of extra-virgin olive oil Small bowl of coarse salt or sea salt Freshly ground peppercorns ,This traditional Catalan dish is light luscious and bursting with bright ripe tomatoes olive oil and garlic. For the best flavor use vine-ripe tomatoes preferably home grown. If not available slow-roasted or baked tomatoes may be substituted.Grill the bread approximately 2 to 4 minutes per side on a barbecue or toast it lightly in the oven. Once the bread is toasted rub &#189; clove of garlic (cut side of half) over the warm bread. Use a fresh piece of garlic for each slice. Rub tomato (cut side) over the bread pressing firmly to push the pulp into the bread until the toast is covered with tomato. Discard the tomato skins and remaining pulp. Drizzle olive oil over the bread and tomatoes then sprinkle with salt and ground pepper. Serve immediately.Optional garnish choose one or a combination:<ul><li>&#189; cup green Spanish olives</li><li>12 anchovy fillets soaked in cold water for 10 minutes drained and patted dry</li>   <li>6 paper-thin slices Spanish ham or prosciutto</li>   <li>12 paper-thin slices of Manchego</li></ul> 
By Tested and perfected in the Sur la Table kitchen,Home /Recipes/Appetizers/Dips, Spreads, Sauces &amp; Seasonings/Spiced Nuts/,Spiced Nuts,Makes 5 cups,4 cups mixed raw nuts such as almonds cashews pecans and walnuts ¾ cup granulated sugar 1 tablespoon kosher salt 1 tablespoon chile powder 2 teaspoons cinnamon powder ½ teaspoon all-spice powder 2 teaspoons cayenne pepper 1 large egg white ,This spiced nut mixture is addictive with its combination of sweet and spice. You may choose to reduce the amount of heat from the spices especially the cayenne pepper by adding a smaller quantity. You may also choose to use one or two more types of raw nuts depending on your personal preference.Preheat an oven to 300 degrees and position an oven rack in the center. Line a rimmed baking sheet with silpat or parchment paper. In a small bowl combine the sugar with salt and all the spices. In a large bowl use a whisk to whip the egg whites until it increases in volume is frothy and all liquid from the egg has been aerated. Add the mixed raw nuts and spiced sugar mixture and toss until well combined. Spread the nut mixture evenly onto the prepared baking sheet and transfer to the oven to bake stirring with a wooden spoon half way through the cooking process until the nuts are lightly browned about 40 minutes. Remove the cooked nuts from the oven and leave to cool on the baking sheet stirring occasionally until cooled.To serve: Transfer spiced nuts to serving bowls or make ahead by storing in an airtight container for up to 2 days.
By Lars Own Belgian Pearl Sugar,Home /Recipes/Breakfast/Pancakes, French Toast &amp; Waffles/Liege Waffles/,Liege Waffles,Not specified,3½ cups flour 2¼ teaspoons active dry yeast ¾ cup milk (lukewarm)  8 oz. (2 sticks) butter softened 2 eggs ½ teaspoon salt 1 teaspoon vanilla Cinnamon (optional) 1 bag Lars Own Belgian pearl sugar (8 oz.) ,A classic of Belgian cuisine Liege waffles (also known as Belgian sugar waffles) have a distinctive crunchiness thanks to the pearl sugar which caramelizes as it cooks. Serve plain or top with chocolate syrup Nutella fruit ice cream or whipped cream. Enjoy!Dissolve the yeast in the milk then gradually add all ingredients except the sugar. Let rise until dough doubles in size (approximately 30 minutes) then add sugar. Divide into small patties (3 to 4 oz. each) then cook on a heated waffle maker until golden and crisp.Caution: Be careful when removing waffles from the waffle maker. Melted or partially melted sugar is very hot. 
By Tested and perfected in the Sur la Table kitchen,Home /Recipes/Desserts/Cakes &amp; Custards/Classic German Chocolate Cake/,Classic German Chocolate Cake,Makes 1 (9-inch) layer cake,4 ounces Baker&#8217;s German&#8217;s Sweet Chocolate melted and cooled 2⅓ cup cake flour 1½ cups sugar  1 teaspoon baking soda  ½ teaspoon baking powder  ½ teaspoon salt  2/3 cup butter room temperature  1 cup buttermilk divided  1 teaspoon vanilla  2 eggs  ,Grease two 9-inch layer cake pans and line bottoms with waxed paper. Sift together flour sugar baking soda baking powder and salt. Cream butter; add flour mixture &#190; cup buttermilk and vanilla.   Stir until dry ingredients are moistened; beat at medium speed on electric mixer for 2 minutes scraping bowl from time to time. Add melted chocolate eggs and remaining &#188; cup buttermilk. Beat 1 minute longer. Pour batter into prepared cake pans. Bake in a preheated 350&#176; oven for about 35 minutes or until a wooden pick inserted in the center comes out clean. Cool in pans on rack for 15 minutes. Remove and cool completely on racks. Frost with coconut pecan frosting recipe below.Coconut Pecan Frosting and Filling:In a saucepan over medium heat combine milk sugars butter and vanilla. Bring to a full boil stirring constantly. Remove from heat (mixture might appear a bit curdled). Quickly stir a small amount of the hot liquid into the beaten egg yolks; return egg yolk mixture to the hot mixture in saucepan and blend well. Return to a boil stirring constantly. Remove from heat and stir in coconut and pecans. Cool to spreading consistency beating occasionally.
By Vitamix,Home /Recipes/Beverages/Shakes &amp; Smoothies/French Vanilla Shake/,French Vanilla Shake,Makes 5&#189; cups,4 cups (544 g) vanilla ice cream or frozen yogurt 2½ teaspoons vanilla extract 1⅓ cup (420 ml) milk ,This recipe was written for the Vitamix 5200 with standard 64-ounce container. If you are using a different Vitamix machine or container size you may need to make adjustments to the variable speed processing time or ingredient quantities.Place all ingredients into the Vitamix container in the order listed and secure lid.Select Variable 1.Turn machine on and slowly increase speed to Variable 10 then to High.Blend for 1 minute using the tamper to press the ingredients into the blades.As a non-dairy alternative use soy milk and soy ice cream. For a recipe variation add 2 tablespoons (37 g) malted milk powder for a French Vanilla Malt.
By KitchenAid,Home /Recipes/Desserts/Cakes &amp; Custards/Pear Upside Down Cake/,Pear Upside Down Cake,Makes 8 servings,1½ cups all-purpose flour ½ cup cornmeal 1½ teaspoons baking powder ½ teaspoon sea salt 1 teaspoon cinnamon 6 tablespoons butter softened divided ¾ cup sugar 1 tablespoon vanilla &#8232; cup buttermilk 1 Asian pear ends trimmed 3 tablespoons brown sugar ¼ cup pecans chopped ,Preheat oven to 425&#176;FButter 9-inch cake pan and set aside. Combine flour cornmeal baking powder salt and cinnamon in large bowl. Place 4 tablespoons softened butter along with sugar in the bowl of the KitchenAid&#174; Stand Mixer with Flat Paddle attached. Mix on Speed 4 until combined and fluffy 3-4 minutes. Add eggs vanilla and buttermilk and mix until just combined about 1 minute. Fold this mixture into the flour mixture. Do not over mix.Attach Vegetable Sheet Cutter Attachment to KitchenAid&#174; Stand Mixer. Insert food holder into center of one end of pear and secure onto attachment. Insert food skewer through pear up to first mark. Attach Thick Blade to attachment. Position bowl under blade to catch pears. Turn Stand Mixer to Speed 2 and position blade against pear to process.Transfer pear sheet to cutting board and cut into 4- to 5-inch lengths. Melt remaining 2 tablespoons butter and pour into prepared pan. Add brown sugar and pecans. Make even stacks of pears and place over butter sugar mixture. Spread batter over top and bake 30-35 minutes until pick comes out clean.Let cool 5 minutes before inverting onto serving plate. Let cool completely before serving.
By Recipe developed for Sur La Table&rsquo;s Cooking Classes,Home /Recipes/Soups &amp; Stews/Stews/Baked Polenta with Chanterelles and Sage Ragout/,Baked Polenta with Chanterelles and Sage Ragout,Makes 4 servings,3 cups water ½ tablespoon olive oil 1 cup yellow cornmeal 1 tablespoon unsalted butter cut into pieces ½ cup freshly grated Parmesan cheese ¼ cup fresh flat-leaf parsley finely chopped Kosher salt and freshly ground black pepper ½ cup mozzarella cheese finely grated <br> 2 tablespoons unsalted butter 1 tablespoon olive oil 1 medium onion finely chopped 2 small garlic cloves minced ¾ pound chanterelle mushrooms cleaned and sliced thin ½ pound white mushrooms sliced thinly 1 teaspoon fresh sage leaves finely chopped 1 (24-ounce) can whole tomatoes drained reserving juice and chopped coarsely , The combination of creamy polenta with a cheesy crisp outer shell and earthy mushrooms is a delicious flavor combination. Make the polenta and mushrooms in advance so that you are able to quickly put this dish together when your guests arrive.To make the polenta: In a large heavy 4-quart saucepan bring the water with the oil to a boil. Reduce the heat to low and pour in the cornmeal a little at a time stirring constantly. Bring the mixture back to a boil remove from the heat and stir in the butter Parmesan parsley and salt and pepper to taste. Transfer the polenta to a prepared baking dish and chill the polenta for 20 minutes or until it is firm. When the polenta is firm cut into desired shape-squares triangles or diamonds. Place on a greased baking sheet. Sprinkle with mozzarella cheese and bake until cheese is completely melted.To make the ragout: In a large heavy kettle heat the butter and oil over moderate heat until the butter is melted. Add the onion and cook until translucent about 6 minutes. Add the garlic and cook until softened about 1 minute. Stir in the mushrooms sage and salt and pepper to taste. Continue to stir the mixture as it cooks until the liquid from the mushrooms has evaporated about 15 minutes. Stir in the tomatoes with reserved juice and cook uncovered stirring occasionally until the mixture thickens about 15 minutes.To serve: On a warm plate add the baked polenta and spoon over the mushroom ragout. Serve immediately. 
By Recipe developed for our Urban Accent Mix,Home /Recipes/Main Courses/Vegetarian/Southwest Vegetarian Black Bean Slider/,Southwest Vegetarian Black Bean Slider,Makes 8 to 10 sliders,2 (14-ounce) cans black beans drained 1 egg beaten ⅓ cup panko 2 tablespoons seasoning (packet makes 3 batches)  ¼ cup cilantro ,Using a food processor or a hand mixer pulse 1 can of beans with egg panko and seasoning until a coarse purée is formed. Transfer mixture to a medium bowl; stir in remaining can of beans and cilantro. Divide mixture into 8 to 10 portions; ball lightly and flatten into patties. Place on platter cover with plastic wrap and refrigerate before cooking for at least one hour. Heat small amount of oil in a nonstick skillet over medium-high heat. Cook burgers until warmed through with crisp lightly browned exteriors turning once; about 6 to 9 minutes.
By All-Clad &amp; Chris Hastings, owner and executive chef of the Hot &amp; Hot Fish Club,Home /Recipes/Main Courses/Seafood/Whole Roasted Snapper on Piperade/,Whole Roasted Snapper on Piperade,Makes 6 servings,6 (12&#8211;16 ounce) whole Mingo snappers fins trimmed gills removed cleaned and scaled 2 lemons thinly sliced 36 fresh thyme sprigs 1 cup plus 2 tablespoons roughly chopped fresh basil 1 tablespoon salt 1½ teaspoons freshly ground black pepper 8 tablespoons (1 stick) unsalted butter 2 tablespoons extra-virgin olive oil divided 4 garlic cloves peeled and sliced 2 large yellow onions cut into 1-inch squares about 6½ cups 2 large red bell peppers seeded and cut into 1-inch squares about 2 cups 2 large yellow bell peppers seeded and cut into 1-inch squares about 2 cups 2 poblano peppers seeded and cut into 1-inch squares about 1½ cups 2 cups seeded and diced Roma tomatoes 1 cup verjus or dry white wine 2 fresh basil sprigs 3 tablespoons lemon oil 1 tablespoon unsalted butter 2 tablespoons chopped fresh basil 1 tablespoon chopped fresh parsley 1 tablespoon chopped fresh chives ,Lemon thyme and basil-stuffed snapper on a bed of 3-pepper pip&#233;rade roasted to perfection and seasoned with fresh herbs.Rinse the snappers under cold running water and pat both the inside and out with paper towels until dry. Season the inside cavity of each fish with &#189; teaspoon of salt and &#188; teaspoon of the pepper. Stuff each cavity with 3 to 4 lemon slices 6 sprigs of thyme and 3 tablespoons roughly chopped basil. Refrigerate stuffed snappers until ready to cook.Preheat the oven to 400&#176;F.Melt 8 tablespoons of the butter and 1 tablespoon of the extra-virgin olive oil in an All-Clad saut&#233; pan over medium heat. Add the garlic and cook stirring for 1 minute being careful not to let the garlic get too brown. Add the onions and cook until softened about 5 minutes stirring frequently. Stir in the peppers and cook until slightly softened 8 to 10 minutes. Add the tomatoes verjus and basil sprigs increase the heat to medium-high and simmer for 3 minutes. Season the vegetables with &#190;&#34; teaspoon of the salt and &#188;&#34; teaspoon of the pepper and remove from the heat.Spread the cooked pepper mixture at the bottom of an All-Clad roasting pan or large baking dish. Arrange 3 stuffed snappers on top of the pepper mixture. Bake the fish for 20 to 25 minutes or until cooked through. Remove the snappers from the pan. Add  the remaining lemon oil 1 tablespoon of butter parsley basil and chives to the pepper mixture. Spoon 1 cup of the Pip&#233;rade onto each of 6 plates. Place 1 fish on each mound of Pip&#233;rade and serve immediately. 
By Breville,Home /Recipes/Breads/Dough/Gluten Free Pasta Dough/,Gluten Free Pasta Dough,Makes 2 servings,150g (¾ cup) brown rice 150g (¾ cup) dried chickpeas 1 cup tapioca flour 1½ teaspoons xanthan gum 2 eggs 1 tablespoon olive oil Pinch salt 1 to 2 tablespoons water ,Gluten free pasta dough is easy to make with the Breville Boss blender.Place rice and chickpeas into blender jug and secure lid. MILL 2 minutes or until finely ground into flour.Place 1 cup rice flour mixture into a bowl. Add tapioca flour and xanthan gum and stir to combine. Create a well in the center of the rice flour mixture. Crack eggs into the center. Add oil and a pinch of salt. Stir the mixture together from the center slowly pulling in the flour from the edges until combined. If dough has not combined add 1 to 2 tablespoons water as required until combined. Knead the dough until it forms a smooth ball and is no longer sticky. Lightly flour the work surface with some of the remaining chickpea flour mixture. Roll out dough until &#190;-inch thick. Cut dough into desired shape using either a ravioli stamp or pasta machine with desired attachment. You may also manually cut the dough into long thin fettuccini like strips. Sprinkle some of the remaining chickpea flour mixture onto a clean dry tea towel. Place pasta on tea towel and set aside for 5 to 10 minutes or until lightly dried.Cook in batches in a large saucepan of salted boiling water until al dente. 
By Mark Bitterman, Salt Block Cooking: 70 Recipes for Grilling, Chilling, Searing and Serving on Himalayan Salt Blocks,Home /Recipes/Main Courses/Seafood/Salt Crust Scallops with Thai Lime Dipping Sauce/,Salt Crust Scallops with Thai Lime Dipping Sauce,Makes 4 servings,1 (9- to 10-inch) square salt block <br> ¼ cup fresh lime juice ¼ cup Thai fish sauce ¼ cup water 1 tablespoon rice wine vinegar 2 tablespoons toasted  sesame oil 1 garlic clove minced 1 hot chile pepper such as bird chile habanero cayenne or Scotch bonnet  stem and seeds removed minced ¼ cup finely shredded carrot 1¼ pounds large wild-caught sea scallops (about 16)  ½ teaspoon freshly ground  black pepper ,Plump buttery scallops are salt-seared to golden perfection and then dipped in a tangy sesame-citrus sauce.Place the salt block over low heat on a gas grill or stovetop for 10 minutes (see Read Before Heating!  Salt Block Cooking: 70 Recipes for Grilling Chilling Searing and Serving on Himalayan Salt Blocks by Mark Bitterman pg. 25). Turn the heat to medium and heat for 10 more minutes. Raise the heat to medium-high and heat the block to about 600&#176;F about 20 more minutes (see Getting It Hot in Salt Block Cooking pg. 24).To make the dipping sauce mix the lime juice fish sauce &#188; cup water vinegar sesame oil garlic chile pepper and carrot; set aside.Pat the scallops dry and pull off their white gristly tendons if not already removed. Season the scallops with the black pepper and let stand at room temperature until the salt block is hot. When the salt block is very hot (you should only be able to hold your hand above it for just a few seconds) place the scallops on the hot block and sear until browned and springy to the touch but still a little soft in the center about 3 minutes per side. Work in batches if your salt block cannot comfortably fit all the scallops at once. Transfer to a platter or plates and serve with the dipping sauce.
By Recipe developed for Sur La Table&rsquo;s Cooking Classes,Home /Recipes/Breakfast/Pancakes, French Toast &amp; Waffles/Buckwheat Crepes/,Buckwheat Crepes,Makes 4 servings,<b>Batter:</b> 1 eggs  ½ cups all-purpose flour sifted  ¼ cup whole-ground buckwheat flour sifted  ¼ teaspoons salt  1½ cups buttermilk  1 teaspoon unsalted butter  1 to 2 teaspoons vegetable oil <br> <b>Herb Cr&#232;me Fra&#238;che and Filling:</b> 1 cup cr&#232;me fra&#238;che 5 sprigs tarragon 5 sprigs dill 1 lime Pepper & salt 11 oz. shrimps (cooked and pealed)  4 scallions ,To make the batter: In a bowl using a whisk beat the eggs until frothy. Add the all-purpose and buckwheat flours salt and stir just until smooth. Melt the butter on low heat in a small cocotte. Add the buttermilk and the melted butter to the mixture and stir. Remove the tarragon and dill leaves from the stem. Mince as fine as possible and add the herbs to the batter.To make the filling: Remove the tarragon and dill leaves from the stem. Mince as fine as possible. In a bowl using a spatula gently mix the cr&#232;me fra&#238;che with the dill and tarragon. (Don&#8217;t mix too long the cr&#232;me fra&#238;che might separate). Using the finest zester add zest of 1 lime. Season with pepper and salt. Set aside. Roughly cut the shrimps. Remove the roots from the scallions. Slice the scallions as thin as possible.To finish and serve: Heat a Staub cr&#234;pe pan over medium heat. Lightly coat the cr&#234;pe pan with butter. Add &#188; cup batter and divide the batter using the spreader. Cook until the underside of the cr&#234;pe is golden brown between 2 to 3 minutes. Move the cr&#234;pe to a cutting board. Spread some of the cr&#232;me fra&#238;che mixture over the cr&#234;pe. Put some of the shrimps and scallions on top. Season with some pepper and salt. Now wrap the cr&#234;pe trim the outsides and slice in one inch thick slices. Prick a mini skewer into each piece and serve on a large platter.
By Sur La Table,Home /Recipes/Main Courses/Poultry/Pan-Roasted Chicken Breasts with White Wine Herb Sauce/,Pan-Roasted Chicken Breasts with White Wine Herb Sauce,Makes 4 servings,4 (5-ounce) chicken breasts bone-in skin on Sea salt and freshly ground black pepper 1 tablespoon vegetable oil 2 shallots minced 1/4 cup dry white wine 1 1/2 cups chicken broth 2 tablespoons fresh lemon juice 2 tablespoons chopped fresh herbs such as parsley thyme rosemary sage or oregano ,Preheat oven to 400°F degrees. To prepare the chicken: Pat dry the chicken breasts with paper towels and season with salt and pepper on both sides; set aside. To cook the chicken: To a large ovenproof skillet set over medium-high heat add oil. When oil is shimmering carefully add the chicken breasts and cook until golden brown about 4 minutes. Using tongs flip the chicken and transfer the skillet to the oven to roast until an instant-read thermometer inserted into the thickest part registers 165°F 12 to 14 minutes. Transfer the chicken to a plate and tent with aluminum foil to keep warm reserving the skillet. Return the skillet to the stove over medium-high heat add the shallots and cook until the shallots are tender about 2 minutes. Add the wine chicken broth and lemon juice; use a silicone spatula to scrape up any browned bits from the bottom of the pan. Bring the liquid to a boil and continue to cook until it has reduced by half. Add herbs; taste and adjust seasoning with salt and pepper. To serve: Place chicken breasts on dinner plates spoon sauce over the chicken and serve immediately.Pan-Roasted Chicken variations:Boneless skinless chicken breast or thighs can be substituted in this recipe. Please note that cooking times will be shorter.No wine? Just omit from recipe or substitute with additional chicken broth<a href="https://www.youtube.com/watch?v=cNBWzr97WHA">WATCH HOW TO MAKE THE RECIPE HERE»</a>
